177: x=0.70575 y=0.52621 w=0.00390 h=0.01084 area=1285 aspect=1.58
178: x=0.62015 y=0.37028 w=0.00553 h=0.00856 area=1268 aspect=0.88
179: x=0.68712 y=0.53063 w=0.00976 h=0.01084 area=1267 aspect=0.63
180: x=0.55987 y=0.17061 w=0.00900 h=0.00989 area=1266 aspect=0.63
181: x=0.63091 y=0.51404 w=0.00792 h=0.01046 area=1266 aspect=0.75
182: x=0.75961 y=0.27065 w=0.00662 h=0.00818 area=1255 aspect=0.70
183: x=0.61279 y=0.74586 w=0.00662 h=0.01674 area=1255 aspect=1.44
184: x=0.46579 y=0.30510 w=0.00651 h=0.00989 area=1253 aspect=0.87
185: x=0.41795 y=0.63758 w=0.00564 h=0.00875 area=1248 aspect=0.88
186: x=0.39559 y=0.70384 w=0.00586 h=0.00894 area=1231 aspect=0.87
187: x=0.65190 y=0.32262 w=0.00456 h=0.00837 area=1226 aspect=1.05
188: x=0.41124 y=0.45094 w=0.00553 h=0.00894 area=1224 aspect=0.92
189: x=0.44503 y=0.61053 w=0.00553 h=0.00970 area=1222 aspect=1.00
190: x=0.97167 y=0.12371 w=0.00369 h=0.01674 area=1220 aspect=2.59
191: x=0.63297 y=0.58579 w=0.00575 h=0.00818 area=1219 aspect=0.81
192: x=0.59743 y=0.13070 w=0.01226 h=0.03195 area=1215 aspect=1.49
193: x=0.15830 y=0.60262 w=0.01106 h=0.01388 area=1213 aspect=0.72
194: x=0.22883 y=0.66553 w=0.00640 h=0.00799 area=1213 aspect=0.71
195: x=0.33979 y=0.17293 w=0.01204 h=0.02929 area=1206 aspect=1.39
196: x=0.51744 y=0.63264 w=0.00532 h=0.00894 area=1205 aspect=0.96
